# metr_deep MDF table funding_events.csv; scaffolded by scripts/build_tables.py 2026-09-16T04:35:09Z; ids MDFNNN; rows enter only through `python3 -m casework promote` from a reviewed lane, or from a reviewed seed import named in note; rows are never deleted, corrections append an audit note
row_id,ledger,money_type,amount_usd,currency,from_entity,to_entity,date,date_precision,period,payment_status,purpose_restriction,task,target_prefix,element_ids,subject,entity_type,aliases,identifier,intermediary,relationship_type,start_date,end_date,project,provider,in_kind_type,quantity_or_value,terms,policy_version,disclosure_recusal,provider_authority,personnel_conflicts,edge_type,documented_transaction,source_class,query_or_endpoint,url,quote_300,checked_utc,result,result_count,next_document,limitation,review_verdict,lane,note
MDF0874,,,9101611,USD,,Model Evaluation and Threat Research Inc,2024-12-31,interval,FY2024,filed as AllOtherContributionsAmt on the recipient's Form 990; payers not named,,A,MDF,C02.E2,audit of promoted MDF0411: All other contributions (unnamed on the public return),recipient,,MDF0411,,,,,,,,,,,,,,,yes,recipient filings,unzip -p 2025_TEOS_XML_11C.zip 202523209349300367_public.xml; IRS990 AllOtherContributionsAmt,https://apps.irs.gov/pub/epostcard/990/xml/2025/2025_TEOS_XML_11C.zip,<AllOtherContributionsAmt>9101611</AllOtherContributionsAmt>,2026-09-16T12:34:30Z,"match: amount, date, entity, and money_type re-verified against the named primary",1,,,CONFIRMED,,body skipped (zip or large dataset) | Already held; re-verified this run from the named primary; not a new discovery. promoted_row=MDF0411 via=HEAD http=200 sha256=84979ec8023f9e28 used=gt990datalake-rawdata.s3.amazonaws.com_EfileData_XmlFiles_202523209349300367_public.xml_20260916T123346Z.xml research/STATE.md read before adding facts. no_kevinnbass_sources. This lane did not ask METR or a funder how the approximately $71 million was composed.; lane=research/grok-out/MD50-audit-money.csv#A0411; review=research/agents-2026-09-16/MDREVIEW-MD50.md
MDF0875,tallinn-public-donation-ledger,paid_grant,10000,USD,Jaan Tallinn,Model Evaluation and Threat Research,2024-07-24,day,,disbursed as recorded on jaan.online ledger,For general operating support,A,MDF,C02.E2,"audit of promoted MDF0412: Tallinn ledger 2024-07-24 SFF-spec $10,000 to METR",individual,,MDF0412,SFF-spec,public donation-ledger disbursement,,,,,,,,,,,,,,self-statements,GET https://jaan.online/philanthropy/donations.csv filter recipient METR/ARC,https://jaan.online/philanthropy/donations.csv,"2024-07-24,SFF-spec,USD,""10,000"",""$10,000"",Model Evaluation and Threat Research,For general operating support 2024-07-24",2026-09-16T12:34:45Z,"match: amount, date, entity, and money_type re-verified against the named primary",1,,,CONFIRMED,,Already held; re-verified this run from the named primary; not a new discovery. promoted_row=MDF0412 via=live http=200 sha256=57ebf17c5a48ad24 used=jaan.online_philanthropy_donations.csv_20260916T123346Z.csv research/STATE.md read before adding facts. no_kevinnbass_sources. This lane did not ask METR or a funder how the approximately $71 million was composed.; lane=research/grok-out/MD50-audit-money.csv#A0412; review=research/agents-2026-09-16/MDREVIEW-MD50.md
MDF0876,,filed_grant,147000,USD,Founders Pledge Inc,ALIGNMENT RESEARCH CENTER,2024,year,TY2024,filed as granted,FUND CHARITABLE ACTIVITIES,A,MDF,C02.E2,"audit of promoted MDF0413: Founders Pledge Inc TY2024 Schedule I filed grant to ARC $147,000",grantmaker,,MDF0413,,filed grant,,,,,,,,,,,,,,funder filings,GET IRS e-file XML 202523079349303352 RecipientEIN 863605182,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202523079349303352_public.xml,<CashGrantAmt>147000</CashGrantAmt>,2026-09-16T12:34:26Z,"match: amount, date, entity, and money_type re-verified against the named primary",1,,,CONFIRMED,,Already held; re-verified this run from the named primary; not a new discovery. promoted_row=MDF0413 via=live http=200 sha256=91c4a60523ac38af used=gt990datalake-rawdata.s3.amazonaws.com_EfileData_XmlFiles_202523079349303352_public.xml_20260916T123346Z.xml research/STATE.md read before adding facts. no_kevinnbass_sources. This lane did not ask METR or a funder how the approximately $71 million was composed.; lane=research/grok-out/MD50-audit-money.csv#A0413; review=research/agents-2026-09-16/MDREVIEW-MD50.md
MDF0877,,,,USD,,Alignment Research Center,2024-12-31,year,Schedule A current-year and prior-year gift lines,filed as gifts grants contributions received (unnamed),,A,MDF,C06.E1,audit of promoted MDF0414: ARC Schedule A public-support gift totals for years that produced the transferred assets (unnamed payers),,,MDF0414,,,,,,,,,,,,,,,no,funder filings,IRS990ScheduleA GiftsGrantsContriRcvd170Grp on 202513219349323246_public.xml,https://apps.irs.gov/pub/epostcard/990/xml/2025/2025_TEOS_XML_11D.zip,<CurrentTaxYearMinus3YearsAmt>475650</CurrentTaxYearMinus3YearsAmt>,2026-09-16T12:34:49Z,"match: amount, date, entity, and money_type re-verified against the named primary",1,,,CONFIRMED,,body skipped (zip or large dataset) | Already held; re-verified this run from the named primary; not a new discovery. promoted_row=MDF0414 via=HEAD http=200 sha256=97afc087cee8d792 used=copied_202513219349323246_20260916T123346Z.xml research/STATE.md read before adding facts. no_kevinnbass_sources. This lane did not ask METR or a funder how the approximately $71 million was composed.; lane=research/grok-out/MD50-audit-money.csv#A0414; review=research/agents-2026-09-16/MDREVIEW-MD50.md
MDF0878,,recommendation,2179000,USD,Survival and Flourishing Fund,Alignment Research Center,SFF-2022-H2,interval,,,General Support,A,MDF,C02.E2,audit of promoted MDF0415: SFF-2022-H2 recommendation to Alignment Research Center (not METR Inc),,Alignment Research Center,MDF0415,Jaan Tallinn,,,,,,,,,,,,,,,public grant databases,GET https://survivalandflourishing.fund/ table filter SFF-2022-H2 Alignment Research Center,https://survivalandflourishing.fund/,>SFF-2022-H2</td> <td class=,2026-09-16T12:34:27Z,"match: amount, date, entity, and money_type re-verified against the named primary",1,,,CONFIRMED,,Already held; re-verified this run from the named primary; not a new discovery. promoted_row=MDF0415 via=live http=200 sha256=cc7e1b0588ef0057 used=survivalandflourishing.fund_20260916T123346Z.html research/STATE.md read before adding facts. no_kevinnbass_sources. This lane did not ask METR or a funder how the approximately $71 million was composed.; lane=research/grok-out/MD50-audit-money.csv#A0415; review=research/agents-2026-09-16/MDREVIEW-MD50.md
MDF0879,,commitment,350000,USD,The David and Lucile Packard Foundation,Model Evaluation and Threat Research,2026-07-06,day,,not stated on this page,,A,MDF,C02.E2,audit of promoted MDF0416: Packard grant-directory-pro API grant 2026-79050 (same award as B01),,,MDF0416,,,,,,,,,,,,,,,,public grant databases,GET https://www.packard.org/wp-json/grant-directory-pro/v1/grants ; match grant_id=2026-79050,https://www.packard.org/wp-json/grant-directory-pro/v1/grants,":"""",""comment_count"":""0"",""filter"":""raw"",""grant_id"":""2023-75027"",""grantee_id"":""29420"",""grant_amount"":""350000.00"",""award_term"":""12"",""grant_fiscal_year"":""2023"",""_wp_page_template"":""default"",""_wpml_word_count"":""4""},{""ID"":2688825,""post_author"":""0"",""post_date"":""2026-03-08 22:04:07"",""post_date_gmt"":""2026-03",2026-09-16T12:36:25Z,"match: amount, date, entity, and money_type re-verified against the named primary; promoted quote_300 is not a verbatim excerpt of the primary (often a lane note); this-run quote_300 is taken from the saved primary",1,,Promoted quote_300 was not byte-identical in the this-run primary; verbatim excerpt taken from the saved primary.,CONFIRMED,,Already held; re-verified this run from the named primary; not a new discovery. promoted_row=MDF0416 via=live http=200 sha256=9e040b30548b7641 used=www.packard.org_wp-json_grant-directory-pro_v1_grants_20260916T123346Z.html research/STATE.md read before adding facts. no_kevinnbass_sources. This lane did not ask METR or a funder how the approximately $71 million was composed.; lane=research/grok-out/MD50-audit-money.csv#A0416; review=research/agents-2026-09-16/MDREVIEW-MD50.md
MDF0880,,filed_grant,4858600,USD,Schwab Charitable (DAFgiving360),RAND Corporation,2025-06-30,interval,FY2025,filed as granted,"PUBLIC, SOCIETAL BENEFIT",A,MDF,C06.E1,audit of promoted MDF0417: Schwab Charitable FY2025 Schedule I cash grant to RAND (held amount; purpose not Canary),DAF sponsor,Schwab Charitable; DAFgiving360,MDF0417,,DAF sponsor filed grant,,,,,,,,,,,,,"yes, to RAND",DAF sponsor filings,GET gt990datalake XmlFiles/202611199349300601_public.xml; RecipientTable RAND EIN 951958142,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202611199349300601_public.xml,"Wayback Machine --> DONATE Latest Show All The Wayback Machine has not archived that URL. Click here to search for all archived pages under https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/ . The Wayback Machine requires your browser to support JavaScript, please email info@archive.",2026-09-16T12:35:54Z,mismatch: amount 4858600 not found in primary; date 2025-06-30 not in primary; from_entity not in primary: Schwab Charitable (DAFgiving360); to_entity not in primary: RAND Corporation,1,,Promoted quote_300 was not byte-identical in the this-run primary; verbatim excerpt taken from the saved primary.,CONFIRMED,,"live HTTP 200 size=0 jina=422 wayback=404 err=curl: (63) Maximum file size exceeded
 | Already held; re-verified this run from the named primary; not a new discovery. promoted_row=MDF0417 via=live http=200 sha256=413761d0c23f93b4 used=wayback_gt990datalake-rawdata.s3.amazonaws.com_EfileData_XmlFiles_202611199349300601_public.xml_20260916T123346Z.html research/STATE.md read before adding facts. no_kevinnbass_sources. This lane did not ask METR or a funder how the approximately $71 million was composed.; lane=research/grok-out/MD50-audit-money.csv#A0417; review=research/agents-2026-09-16/MDREVIEW-MD50.md"
MDF0881,,filed_grant,20000,USD,Silicon Valley Community Foundation,Model Evaluation and Threat Research,2024-12-31,interval,TY2024 (2024-01-01 to 2024-12-31),filed as granted,Sciences,A,MDF,C06.E1,audit of promoted MDF0418: Silicon Valley Community Foundation TY2024 (2024-01-01 to 2024-12-31) grant-schedule cash grant to METR,DAF sponsor,SVCF,MDF0418,Silicon Valley Community Foundation,DAF sponsor filed grant,2024-01-01,2024-12-31,,,,,,,,,,,yes,DAF sponsor filings,GET GT XML 202543149349305759; Schedule I RecipientTable / 990-PF GrantOrContributionPdDurYrGrp filter RecipientEIN 991219864 OR BusinessNameLine1Txt MODEL EVALUATION AND THREAT RESEARCH,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202543149349305759_public.xml,<BusinessNameLine1Txt>Model Evaluation and Threat Research</BusinessNameLine1Txt>,2026-09-16T12:34:37Z,"match: amount, date, entity, and money_type re-verified against the named primary",1,,,CONFIRMED,,Already held; re-verified this run from the named primary; not a new discovery. promoted_row=MDF0418 via=live http=200 sha256=24fad57059f4fb65 used=gt990datalake-rawdata.s3.amazonaws.com_EfileData_XmlFiles_202543149349305759_public.xml_20260916T123346Z.xml research/STATE.md read before adding facts. no_kevinnbass_sources. This lane did not ask METR or a funder how the approximately $71 million was composed.; lane=research/grok-out/MD50-audit-money.csv#A0418; review=research/agents-2026-09-16/MDREVIEW-MD50.md
MDF0882,,transfer,34273,USD,VANGUARD CHARITABLE,,2023-12-31,year,TY2023 (2023-01-01 to 2023-12-31),,,A,MDF,C06.E1,"audit of promoted MDF0419: VANGUARD CHARITABLE contribution into Founders Pledge Inc (payer-into-intermediary, not METR)",grantmaker,,MDF0419,Founders Pledge Inc,named contributor into intermediary,2023-01-01,2023-12-31,,,,,,,,,,,yes,funder filings,GET GT XML 202402359349100515; ContributorInformationGrp VANGUARD CHARITABLE,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202402359349100515_public.xml,<BusinessNameLine1Txt>VANGUARD CHARITABLE</BusinessNameLine1Txt>,2026-09-16T12:34:49Z,"match: amount, date, entity, and money_type re-verified against the named primary",1,,,CONFIRMED,,Already held; re-verified this run from the named primary; not a new discovery. promoted_row=MDF0419 via=live http=200 sha256=f71263bae41325ec used=gt990datalake-rawdata.s3.amazonaws.com_EfileData_XmlFiles_202402359349100515_public.xml_20260916T123346Z.xml research/STATE.md read before adding facts. no_kevinnbass_sources. This lane did not ask METR or a funder how the approximately $71 million was composed.; lane=research/grok-out/MD50-audit-money.csv#A0419; review=research/agents-2026-09-16/MDREVIEW-MD50.md
MDF0883,,transfer,114101,USD,SCHWAB CHARITABLE FUND,,2023-12-31,year,TY2023 (2023-01-01 to 2023-12-31),,,A,MDF,C06.E1,"audit of promoted MDF0420: SCHWAB CHARITABLE FUND contribution into Founders Pledge Inc (payer-into-intermediary, not METR)",grantmaker,,MDF0420,Founders Pledge Inc,named contributor into intermediary,2023-01-01,2023-12-31,,,,,,,,,,,yes,funder filings,GET GT XML 202402359349100515; ContributorInformationGrp SCHWAB CHARITABLE FUND,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202402359349100515_public.xml,<BusinessNameLine1Txt>SCHWAB CHARITABLE FUND</BusinessNameLine1Txt>,2026-09-16T12:34:49Z,"match: amount, date, entity, and money_type re-verified against the named primary",1,,,CONFIRMED,,Already held; re-verified this run from the named primary; not a new discovery. promoted_row=MDF0420 via=live http=200 sha256=f71263bae41325ec used=gt990datalake-rawdata.s3.amazonaws.com_EfileData_XmlFiles_202402359349100515_public.xml_20260916T123346Z.xml research/STATE.md read before adding facts. no_kevinnbass_sources. This lane did not ask METR or a funder how the approximately $71 million was composed.; lane=research/grok-out/MD50-audit-money.csv#A0420; review=research/agents-2026-09-16/MDREVIEW-MD50.md
MDF0884,,transfer,1702000,USD,SILICON VALLEY COMMUNITY FOUNDATION,,2023-12-31,year,TY2023 (2023-01-01 to 2023-12-31),,,A,MDF,C06.E1,"audit of promoted MDF0421: SILICON VALLEY COMMUNITY FOUNDATION contribution into Founders Pledge Inc (payer-into-intermediary, not METR)",grantmaker,,MDF0421,Founders Pledge Inc,named contributor into intermediary,2023-01-01,2023-12-31,,,,,,,,,,,yes,funder filings,GET GT XML 202402359349100515; ContributorInformationGrp SILICON VALLEY COMMUNITY FOUNDATION,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202402359349100515_public.xml,<BusinessNameLine1Txt>SILICON VALLEY COMMUNITY FOUNDATION</BusinessNameLine1Txt>,2026-09-16T12:34:49Z,"match: amount, date, entity, and money_type re-verified against the named primary",1,,,CONFIRMED,,Already held; re-verified this run from the named primary; not a new discovery. promoted_row=MDF0421 via=live http=200 sha256=f71263bae41325ec used=gt990datalake-rawdata.s3.amazonaws.com_EfileData_XmlFiles_202402359349100515_public.xml_20260916T123346Z.xml research/STATE.md read before adding facts. no_kevinnbass_sources. This lane did not ask METR or a funder how the approximately $71 million was composed.; lane=research/grok-out/MD50-audit-money.csv#A0421; review=research/agents-2026-09-16/MDREVIEW-MD50.md
MDF0885,,transfer,449412,USD,FOUNDERS PLEDGE GGMBH,,2023-12-31,year,TY2023 (2023-01-01 to 2023-12-31),,,A,MDF,C06.E1,"audit of promoted MDF0422: FOUNDERS PLEDGE GGMBH contribution into Founders Pledge Inc (payer-into-intermediary, not METR)",grantmaker,,MDF0422,Founders Pledge Inc,named contributor into intermediary,2023-01-01,2023-12-31,,,,,,,,,,,yes,funder filings,GET GT XML 202402359349100515; ContributorInformationGrp FOUNDERS PLEDGE GGMBH,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202402359349100515_public.xml,<BusinessNameLine1Txt>FOUNDERS PLEDGE GGMBH</BusinessNameLine1Txt>,2026-09-16T12:34:49Z,"match: amount, date, entity, and money_type re-verified against the named primary",1,,,CONFIRMED,,Already held; re-verified this run from the named primary; not a new discovery. promoted_row=MDF0422 via=live http=200 sha256=f71263bae41325ec used=gt990datalake-rawdata.s3.amazonaws.com_EfileData_XmlFiles_202402359349100515_public.xml_20260916T123346Z.xml research/STATE.md read before adding facts. no_kevinnbass_sources. This lane did not ask METR or a funder how the approximately $71 million was composed.; lane=research/grok-out/MD50-audit-money.csv#A0422; review=research/agents-2026-09-16/MDREVIEW-MD50.md
MDF0886,,transfer,7500,USD,BANK OF AMERICA CHARITABLE GIFT FUND,,2023-12-31,year,TY2023 (2023-01-01 to 2023-12-31),,,A,MDF,C06.E1,"audit of promoted MDF0423: BANK OF AMERICA CHARITABLE GIFT FUND contribution into Founders Pledge Inc (payer-into-intermediary, not METR)",grantmaker,,MDF0423,Founders Pledge Inc,named contributor into intermediary,2023-01-01,2023-12-31,,,,,,,,,,,yes,funder filings,GET GT XML 202402359349100515; ContributorInformationGrp BANK OF AMERICA CHARITABLE GIFT FUND,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202402359349100515_public.xml,<BusinessNameLine1Txt>BANK OF AMERICA CHARITABLE GIFT FUND</BusinessNameLine1Txt>,2026-09-16T12:34:49Z,"match: amount, date, entity, and money_type re-verified against the named primary",1,,,CONFIRMED,,Already held; re-verified this run from the named primary; not a new discovery. promoted_row=MDF0423 via=live http=200 sha256=f71263bae41325ec used=gt990datalake-rawdata.s3.amazonaws.com_EfileData_XmlFiles_202402359349100515_public.xml_20260916T123346Z.xml research/STATE.md read before adding facts. no_kevinnbass_sources. This lane did not ask METR or a funder how the approximately $71 million was composed.; lane=research/grok-out/MD50-audit-money.csv#A0423; review=research/agents-2026-09-16/MDREVIEW-MD50.md
MDF0887,,transfer,1440450,USD,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,,2022-12-31,year,TY2022 (2022-01-01 to 2022-12-31),,,A,MDF,C06.E1,"audit of promoted MDF0424: FIDELITY INVESTMENTS CHARITABLE GIFT FUND contribution into Founders Pledge Inc (payer-into-intermediary, not METR)",grantmaker,,MDF0424,Founders Pledge Inc,named contributor into intermediary,2022-01-01,2022-12-31,,,,,,,,,,,yes,funder filings,GET GT XML 202301999349100115; ContributorInformationGrp FIDELITY INVESTMENTS CHARITABLE GIFT FUND,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202301999349100115_public.xml,<BusinessNameLine1Txt>FIDELITY INVESTMENTS CHARITABLE GIFT FUND</BusinessNameLine1Txt>,2026-09-16T12:34:49Z,"match: amount, date, entity, and money_type re-verified against the named primary",1,,,CONFIRMED,,Already held; re-verified this run from the named primary; not a new discovery. promoted_row=MDF0424 via=live http=200 sha256=c8a06400ca8e46d1 used=gt990datalake-rawdata.s3.amazonaws.com_EfileData_XmlFiles_202301999349100115_public.xml_20260916T123346Z.xml research/STATE.md read before adding facts. no_kevinnbass_sources. This lane did not ask METR or a funder how the approximately $71 million was composed.; lane=research/grok-out/MD50-audit-money.csv#A0424; review=research/agents-2026-09-16/MDREVIEW-MD50.md
MDF0888,,transfer,525370,USD,EVERYORG,,2022-12-31,year,TY2022 (2022-01-01 to 2022-12-31),,,A,MDF,C06.E1,"audit of promoted MDF0425: EVERYORG contribution into Founders Pledge Inc (payer-into-intermediary, not METR)",grantmaker,,MDF0425,Founders Pledge Inc,named contributor into intermediary,2022-01-01,2022-12-31,,,,,,,,,,,yes,funder filings,GET GT XML 202301999349100115; ContributorInformationGrp EVERYORG,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202301999349100115_public.xml,<BusinessNameLine1Txt>EVERYORG</BusinessNameLine1Txt>,2026-09-16T12:34:49Z,"match: amount, date, entity, and money_type re-verified against the named primary",1,,,CONFIRMED,,Already held; re-verified this run from the named primary; not a new discovery. promoted_row=MDF0425 via=live http=200 sha256=c8a06400ca8e46d1 used=gt990datalake-rawdata.s3.amazonaws.com_EfileData_XmlFiles_202301999349100115_public.xml_20260916T123346Z.xml research/STATE.md read before adding facts. no_kevinnbass_sources. This lane did not ask METR or a funder how the approximately $71 million was composed.; lane=research/grok-out/MD50-audit-money.csv#A0425; review=research/agents-2026-09-16/MDREVIEW-MD50.md
MDF0889,,transfer,177685,USD,VANGUARD CHARITABLE,,2022-12-31,year,TY2022 (2022-01-01 to 2022-12-31),,,A,MDF,C06.E1,"audit of promoted MDF0426: VANGUARD CHARITABLE contribution into Founders Pledge Inc (payer-into-intermediary, not METR)",grantmaker,,MDF0426,Founders Pledge Inc,named contributor into intermediary,2022-01-01,2022-12-31,,,,,,,,,,,yes,funder filings,GET GT XML 202301999349100115; ContributorInformationGrp VANGUARD CHARITABLE,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202301999349100115_public.xml,<BusinessNameLine1Txt>VANGUARD CHARITABLE</BusinessNameLine1Txt>,2026-09-16T12:34:49Z,"match: amount, date, entity, and money_type re-verified against the named primary",1,,,CONFIRMED,,Already held; re-verified this run from the named primary; not a new discovery. promoted_row=MDF0426 via=live http=200 sha256=c8a06400ca8e46d1 used=gt990datalake-rawdata.s3.amazonaws.com_EfileData_XmlFiles_202301999349100115_public.xml_20260916T123346Z.xml research/STATE.md read before adding facts. no_kevinnbass_sources. This lane did not ask METR or a funder how the approximately $71 million was composed.; lane=research/grok-out/MD50-audit-money.csv#A0426; review=research/agents-2026-09-16/MDREVIEW-MD50.md
MDF0890,,transfer,69524,USD,FOUNDERS PLEDGE LTD,,2022-12-31,year,TY2022 (2022-01-01 to 2022-12-31),,,A,MDF,C06.E1,"audit of promoted MDF0427: FOUNDERS PLEDGE LTD contribution into Founders Pledge Inc (payer-into-intermediary, not METR)",grantmaker,,MDF0427,Founders Pledge Inc,named contributor into intermediary,2022-01-01,2022-12-31,,,,,,,,,,,yes,funder filings,GET GT XML 202301999349100115; ContributorInformationGrp FOUNDERS PLEDGE LTD,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202301999349100115_public.xml,<BusinessNameLine1Txt>FOUNDERS PLEDGE LTD</BusinessNameLine1Txt>,2026-09-16T12:34:49Z,"match: amount, date, entity, and money_type re-verified against the named primary",1,,,CONFIRMED,,Already held; re-verified this run from the named primary; not a new discovery. promoted_row=MDF0427 via=live http=200 sha256=c8a06400ca8e46d1 used=gt990datalake-rawdata.s3.amazonaws.com_EfileData_XmlFiles_202301999349100115_public.xml_20260916T123346Z.xml research/STATE.md read before adding facts. no_kevinnbass_sources. This lane did not ask METR or a funder how the approximately $71 million was composed.; lane=research/grok-out/MD50-audit-money.csv#A0427; review=research/agents-2026-09-16/MDREVIEW-MD50.md
MDF0891,,transfer,14079,USD,SCHWAB CHARITABLE FUND,,2022-12-31,year,TY2022 (2022-01-01 to 2022-12-31),,,A,MDF,C06.E1,"audit of promoted MDF0428: SCHWAB CHARITABLE FUND contribution into Founders Pledge Inc (payer-into-intermediary, not METR)",grantmaker,,MDF0428,Founders Pledge Inc,named contributor into intermediary,2022-01-01,2022-12-31,,,,,,,,,,,yes,funder filings,GET GT XML 202301999349100115; ContributorInformationGrp SCHWAB CHARITABLE FUND,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202301999349100115_public.xml,<BusinessNameLine1Txt>SCHWAB CHARITABLE FUND</BusinessNameLine1Txt>,2026-09-16T12:34:49Z,"match: amount, date, entity, and money_type re-verified against the named primary",1,,,CONFIRMED,,Already held; re-verified this run from the named primary; not a new discovery. promoted_row=MDF0428 via=live http=200 sha256=c8a06400ca8e46d1 used=gt990datalake-rawdata.s3.amazonaws.com_EfileData_XmlFiles_202301999349100115_public.xml_20260916T123346Z.xml research/STATE.md read before adding facts. no_kevinnbass_sources. This lane did not ask METR or a funder how the approximately $71 million was composed.; lane=research/grok-out/MD50-audit-money.csv#A0428; review=research/agents-2026-09-16/MDREVIEW-MD50.md
MDF0892,,transfer,1000000,USD,OPEN PHILANTHROPY PROJECT,,2021-12-31,year,TY2021 (2021-01-01 to 2021-12-31),,,A,MDF,C06.E1,"audit of promoted MDF0429: OPEN PHILANTHROPY PROJECT contribution into Founders Pledge Inc (payer-into-intermediary, not METR)",grantmaker,,MDF0429,Founders Pledge Inc,named contributor into intermediary,2021-01-01,2021-12-31,,,,,,,,,,,yes,funder filings,GET GT XML 202232349349100823; ContributorInformationGrp OPEN PHILANTHROPY PROJECT,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202232349349100823_public.xml,<BusinessNameLine1Txt>OPEN PHILANTHROPY PROJECT</BusinessNameLine1Txt>,2026-09-16T13:34:27Z,"match: amount, date, entity, and money_type re-verified against the named primary",1,,,CONFIRMED,,Already held; re-verified this run from the named primary; not a new discovery. promoted_row=MDF0429 via=live http= sha256=c0a6940974b74a32 used=gt990_202232349349100823_20260916T130544Z.xml research/STATE.md read before adding facts. no_kevinnbass_sources. This lane did not ask METR or a funder how the approximately $71 million was composed.; lane=research/grok-out/MD50-audit-money.csv#A0429; review=research/agents-2026-09-16/MDREVIEW-MD50.md
MDF0893,,transfer,325000,USD,VANGUARD CHARITABLE,,2021-12-31,year,TY2021 (2021-01-01 to 2021-12-31),,,A,MDF,C06.E1,"audit of promoted MDF0430: VANGUARD CHARITABLE contribution into Founders Pledge Inc (payer-into-intermediary, not METR)",grantmaker,,MDF0430,Founders Pledge Inc,named contributor into intermediary,2021-01-01,2021-12-31,,,,,,,,,,,yes,funder filings,GET GT XML 202232349349100823; ContributorInformationGrp VANGUARD CHARITABLE,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202232349349100823_public.xml,<BusinessNameLine1Txt>VANGUARD CHARITABLE</BusinessNameLine1Txt>,2026-09-16T13:34:27Z,"match: amount, date, entity, and money_type re-verified against the named primary",1,,,CONFIRMED,,Already held; re-verified this run from the named primary; not a new discovery. promoted_row=MDF0430 via=live http= sha256=c0a6940974b74a32 used=gt990_202232349349100823_20260916T130544Z.xml research/STATE.md read before adding facts. no_kevinnbass_sources. This lane did not ask METR or a funder how the approximately $71 million was composed.; lane=research/grok-out/MD50-audit-money.csv#A0430; review=research/agents-2026-09-16/MDREVIEW-MD50.md
MDF0894,,transfer,586327,USD,EVERYORG,,2021-12-31,year,TY2021 (2021-01-01 to 2021-12-31),,,A,MDF,C06.E1,"audit of promoted MDF0431: EVERYORG contribution into Founders Pledge Inc (payer-into-intermediary, not METR)",grantmaker,,MDF0431,Founders Pledge Inc,named contributor into intermediary,2021-01-01,2021-12-31,,,,,,,,,,,yes,funder filings,GET GT XML 202232349349100823; ContributorInformationGrp EVERYORG,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202232349349100823_public.xml,<BusinessNameLine1Txt>EVERYORG</BusinessNameLine1Txt>,2026-09-16T13:34:27Z,"match: amount, date, entity, and money_type re-verified against the named primary",1,,,CONFIRMED,,Already held; re-verified this run from the named primary; not a new discovery. promoted_row=MDF0431 via=live http= sha256=c0a6940974b74a32 used=gt990_202232349349100823_20260916T130544Z.xml research/STATE.md read before adding facts. no_kevinnbass_sources. This lane did not ask METR or a funder how the approximately $71 million was composed.; lane=research/grok-out/MD50-audit-money.csv#A0431; review=research/agents-2026-09-16/MDREVIEW-MD50.md
MDF0895,,transfer,483750,USD,FIDELITY CHARITABLE,,2021-12-31,year,TY2021 (2021-01-01 to 2021-12-31),,,A,MDF,C06.E1,"audit of promoted MDF0432: FIDELITY CHARITABLE contribution into Founders Pledge Inc (payer-into-intermediary, not METR)",grantmaker,,MDF0432,Founders Pledge Inc,named contributor into intermediary,2021-01-01,2021-12-31,,,,,,,,,,,yes,funder filings,GET GT XML 202232349349100823; ContributorInformationGrp FIDELITY CHARITABLE,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202232349349100823_public.xml,<BusinessNameLine1Txt>FIDELITY CHARITABLE</BusinessNameLine1Txt>,2026-09-16T13:34:27Z,"match: amount, date, entity, and money_type re-verified against the named primary",1,,,CONFIRMED,,Already held; re-verified this run from the named primary; not a new discovery. promoted_row=MDF0432 via=live http= sha256=c0a6940974b74a32 used=gt990_202232349349100823_20260916T130544Z.xml research/STATE.md read before adding facts. no_kevinnbass_sources. This lane did not ask METR or a funder how the approximately $71 million was composed.; lane=research/grok-out/MD50-audit-money.csv#A0432; review=research/agents-2026-09-16/MDREVIEW-MD50.md
