# metr_deep MDI table in_kind_access.csv; scaffolded by scripts/build_tables.py 2026-09-16T04:35:09Z; ids MDINNN; rows enter only through `python3 -m casework promote` from a reviewed lane, or from a reviewed seed import named in note; rows are never deleted, corrections append an audit note
row_id,provider,to_entity,project,in_kind_type,quantity_or_value,terms,task,target_prefix,element_ids,subject,entity_type,aliases,identifier,from_entity,intermediary,relationship_type,start_date,end_date,ledger,money_type,amount_usd,currency,date,date_precision,period,payment_status,purpose_restriction,policy_version,disclosure_recusal,provider_authority,personnel_conflicts,edge_type,documented_transaction,source_class,query_or_endpoint,url,quote_300,checked_utc,result,result_count,next_document,limitation,review_verdict,lane,note
MDI0069,OpenAI,METR,o3 and o4-mini evaluation,checkpoint access; internal eval results; context,,,C,MDI,C04.E1,OpenAI o3 and o4-mini system card: METR evaluated earlier checkpoints over 15 days; OpenAI shared internal eval results and context,,,,OpenAI,,,,,,,,,,,,,,,,,,,,self-statements,GET https://cdn.openai.com/pdf/2221c875-02dc-4789-800b-e7758f3722c1/o3-and-o4-mini-system-card.pdf ; pdftotext section 3.9.1 METR,https://cdn.openai.com/pdf/2221c875-02dc-4789-800b-e7758f3722c1/o3-and-o4-mini-system-card.pdf,"15 days, with OpenAI sharing a subset of their internal evaluation results and providing context",2026-09-16T09:22:24Z,verbatim pdftotext line; preceding line is: evaluated earlier checkpoints of o4-mini and o3. This work spanned. Lab-side twin of METR A09.,1,https://metr.org/evaluations/openai-o3-report/,"DIFFERENCE FROM METR: OpenAI states the work spanned 15 days; METR A09 says received access three weeks prior and that OpenAI provided context, technical information, and a subset of internal benchmark results, without the 15-day figure. No token/credit quantity. Quote is a verbatim substring of the pdftotext capture (line wrap after spanned).",CONFIRMED,,via=live; http=200; no_kevinnbass_sources; re-fetched this run; seed compute_inkind.csv / in_kind_access.csv used as locators only; primary=cdn-openai-com_pdf_2221c875-02dc-4789-800b-e7758f3722c1_o3-and-o4-mini-system-card.pdf-20260916T092224Z.pdf sha256=32d7ca19fff2ed0dc2d06f84e3143900bbd7898bb6f443c094477fb4ce0fc4ab; pdftotext=cdn-openai-com_pdf_2221c875-02dc-4789-800b-e7758f3722c1_o3-and-o4-mini-system-card.pdf-20260916T092224Z.txt; bounded negative; not an unbounded claim that the lab never gave METR resources; quote is a verbatim substring of the pdftotext capture named in this note; converted from false MDS none-found (sharing internal eval results / 15-day checkpoint eval).; lane=research/grok-out/MD26-tokens-credits-compute.csv#C35; review=research/agents-2026-09-16/MDREVIEW-MD26.md
MDI0070,OpenAI,METR,GPT-4.5 evaluation,checkpoint access; internal eval results; context,,,C,MDI,C04.E1,OpenAI GPT-4.5 system card: METR given access to a checkpoint for 7 days plus internal eval results and context,,,,OpenAI,,,,,,,,,,,,,,,,,,,,self-statements,GET https://cdn.openai.com/gpt-4-5-system-card-2272025.pdf ; pdftotext section 3.4 METR,https://cdn.openai.com/gpt-4-5-system-card-2272025.pdf,METR evaluated an earlier checkpoint of GPT-4.5 and was given access to that checkpoint for 7,2026-09-16T09:22:34Z,"verbatim pdftotext line; continues days, with OpenAI sharing a subset of their internal evaluation results and providing context",1,https://metr.org/blog/2025-02-27-gpt-4-5-evals/,"DIFFERENCE FROM METR: OpenAI states a 7-day access window; METR A11 says provided us with some context and technical information and a subset of internal results, without the 7-day figure. No token/credit quantity.",CONFIRMED,,via=live; http=200; no_kevinnbass_sources; re-fetched this run; seed compute_inkind.csv / in_kind_access.csv used as locators only; primary=cdn-openai-com_gpt-4-5-system-card-2272025.pdf-20260916T092234Z.pdf sha256=f8fd0acc416faf11d15a36de01bd520f0aa90e2048018ee5098eb516c20446c8; pdftotext=cdn-openai-com_gpt-4-5-system-card-2272025.pdf-20260916T092234Z.txt; quote is a verbatim substring of the pdftotext capture named in this note; converted from false MDS none-found.; lane=research/grok-out/MD26-tokens-credits-compute.csv#C44; review=research/agents-2026-09-16/MDREVIEW-MD26.md
MDI0071,"Anthropic, PBC","Model Evaluation and Threat Research, Inc.",September 2026 Anthropic incident engagement,transcripts beyond incident window; Anthropic employees permitted to share confidential information,,"Our agreement grants METR wide-ranging access, including to transcripts beyond the window in which the incidents occurred, and to Anthropic employees, who will be permitted to share confidential information.",A,MDI,C04.E2;C08.E3,Anthropic 2026-09-09: access granted to METR (transcripts beyond incident window; employees may share confidential information),project,METR,alignment-assessment-cybersecurity-incidents,"Anthropic, PBC",,stated access,2026-09-09,,,,,,2026-09-09,day,,,,,,,,,,issuer statements,GET https://www.anthropic.com/research/alignment-assessment-cybersecurity-incidents ; filter wide-ranging access,https://www.anthropic.com/research/alignment-assessment-cybersecurity-incidents,"Our agreement grants METR wide-ranging access, including to transcripts beyond the window in which the incidents occurred, and to Anthropic employees, who will be permitted to share confidential information.",2026-09-16T09:30:41Z,"Access as stated: transcripts beyond the incident window, and Anthropic employees permitted to share confidential information. Sampling access is not stated on this Sep 9 page (see A05 Jul 30).",1,,"No model-sampling, internal-materials, or desk/badge access is named on this page. Quantity is not stated.",CONFIRMED,,"primary=anthropic-alignment-assessment-20260916T093041Z.html sha256=2ea4227a42a3ca3fc5081073cc01d6109d3a03c157a45a0dc0784ea539cc5394. research/STATE.md read 2026-09-16 before adding facts (C08.E4 open; CAL01 ~2026-11-04 from 2026-09-09 eight-week announcement; OpenAI/HF is a different project). STATE.md and research/calendar.csv CAL01 used as locators only; not copied as this lane's discovery. no_kevinnbass_sources. This lane sent nothing and contacted nobody. Anthropic, METR, Redwood Research, Irregular, the Responsible Scaling Policy, and the Long-Term Benefit Trust are kept as separate objects.; lane=research/grok-out/MD29-anthropic-incident-engagement.csv#A02; review=research/agents-2026-09-16/MDREVIEW-MD29.md"
MDI0072,"Anthropic, PBC","Model Evaluation and Threat Research, Inc.",September 2026 Anthropic incident engagement,access to all transcripts; sampling access to the relevant models (as of 2026-07-30 statement),,in dialogue with METR to conduct a third-party review,A,MDI,C04.E2;C08.E3,"Anthropic 2026-07-30: in dialogue with METR for a third-party review, including transcripts and sampling access (pre-agreement statement)",project,METR,investigating-incidents-cybersecurity-evals,"Anthropic, PBC",,stated dialogue / planned third-party review,,,,,,,2026-07-30,day,,,,,,,,,,issuer statements,GET https://www.anthropic.com/news/investigating-incidents-cybersecurity-evals ; filter METR,https://www.anthropic.com/news/investigating-incidents-cybersecurity-evals,"We are also in dialogue with METR, an independent AI evaluation organization, to conduct a third-party review, including access to all transcripts and sampling access to the relevant models.",2026-09-16T09:30:42Z,Dated Anthropic statement before the Sep 9 signed-agreement page. Sampling access is stated here and is not stated on the Sep 9 page (A02). Compensation is not stated. Irregular is named on this page as conducting its own investigation (not treated as a METR subcontractor; see C03).,1,https://www.anthropic.com/news/improving-alignment-security-efforts,"This is dialogue/planned review, not the later ""signed an agreement"" wording. Page also says Anthropic will release a lightly redacted transcript of its own disclosure; that is not a statement of METR redaction authority.",CONFIRMED,,"primary=anthropic-news-investigating-incidents-cyber-evals-20260916T093042Z.html sha256=c2d94a547d22210a6566860db52a74b2f60c06f3664e3a242df3b073c0373822. Dateline on page is the Jul 30 2026 news post. research/STATE.md read 2026-09-16 before adding facts (C08.E4 open; CAL01 ~2026-11-04 from 2026-09-09 eight-week announcement; OpenAI/HF is a different project). STATE.md and research/calendar.csv CAL01 used as locators only; not copied as this lane's discovery. no_kevinnbass_sources. This lane sent nothing and contacted nobody. Anthropic, METR, Redwood Research, Irregular, the Responsible Scaling Policy, and the Long-Term Benefit Trust are kept as separate objects.; lane=research/grok-out/MD29-anthropic-incident-engagement.csv#A06; review=research/agents-2026-09-16/MDREVIEW-MD29.md"
MDI0073,Amazon,METR,Amazon Nova 2 Frontier Safety Framework evaluations (Lite/Pro; automated AI R&D),undisclosed on this document,undisclosed on this document,"Issuer statement that results of RE-Bench and internal AI research automation tests were reviewed with METR against predefined safety criteria, and that current assessments with METR concluded Nova 2 does not meet the critical threshold for automated AI R&D. Compensation, METR access level, NDA, redaction authority, exit rights, and METR's own publication of this assessment: undisclosed on this Amazon technical report. Documents checked: this PDF; metr.org sitemap (0 Amazon/Nova URLs); about page partnership sentence; FRR Table 2.",A,MDI,C08.E3;C08.E4;C04.E2,Amazon Nova 2 automated AI R&D threshold assessment naming METR as third-party assessor,project,,amazon-nova2-metr-assessment,Amazon,,third-party assessor (issuer-stated),,,,,,,undisclosed on this document,,,,,,undisclosed in this issuer document,undisclosed in this issuer document; no METR-authored report of this assessment found on metr.org this run,,,no cash or credit figure stated,issuer statements,GET https://cdn.amazon.science/c5/3d/84514a224666b5be6de4b43ef4aa/nova-2-0-technical-report2.pdf,https://cdn.amazon.science/c5/3d/84514a224666b5be6de4b43ef4aa/nova-2-0-technical-report2.pdf,Results from these evaluations were reviewed in collaboration with a third-party assessor (METR) to determine alignment with predefined safety criteria. Current assessments with METR concluded that Nova 2 does not meet the critical threshold for automated AI R&D and is therefore suitable for deploym,2026-09-16T09:37:00Z,Amazon technical report names METR as third-party assessor for Nova 2 automated AI R&D; METR-side terms not on this page,1,https://metr.org/sitemap.xml,METR did not publish a matching Nova 2 assessment page on metr.org in the 253-URL sitemap fetched this run. Compensation and redaction/exit terms are not in this issuer PDF.,CONFIRMED,,"Primary cdn-amazon-science_c5_3d_84514a224666b5be6de4b43ef4aa_nova-2-0-technical-report2.pdf-20260916T093700Z.pdf sha256=db4da51d88f40e1d6b04e369b22bbf8554232514158ff3a147474606b09ed122. Issuer document, not a METR report.; research/STATE.md read 2026-09-16 before adding facts; re-verification of already-held STATE/seed cells (COI v1.0 hash, free-tokens wording, HF API-credit estimate, at-least-6 close-relationship disclosure) labelled as such, not new discovery. Sibling MD26/MD27 primaries used as locators only; this-run saves are under research/primary/MD34-cross-lab-project-terms/. Google DeepMind kept distinct from Google unless a cited document uses the same name. Excluded-account posts were not used as sources. This lane only read public material (GET); did not contact METR, a funder, a lab, a donor, an employee or a records custodian and did not ask how the approximately $71 million was composed or allocated. In-kind/API credits are not cash and are not summed with any money_type.; lane=research/grok-out/MD34-cross-lab-project-terms.csv#A06; review=research/agents-2026-09-16/MDREVIEW-MD34.md"
MDI0074,OpenAI; Anthropic; Google DeepMind; Meta; Amazon,METR,about-page stated partnerships to pilot frontier risk assessments (not a dated instrument),access and tokens,not quantified on this page ('significant free tokens'),"Partnerships named: OpenAI, Anthropic, Google DeepMind, Meta, Amazon to pilot frontier risk assessments; those companies also provided access and tokens. METR has not accepted funding from AI companies. Compensation as cash: none accepted from AI companies on this page. Disclosure: this page links the current COI policy and states METR cannot accept donations made by or at the direction of frontier AI company employees; project-level recusals are not listed here. Redaction/exit: not stated on this page. Google is named here as Google DeepMind, not Google.",A,MDI,C04.E2;C08.E4,METR about-page partnership and free-token statement naming five labs,recipient,,metr-about-partnerships-tokens,,,,,,,,,,2026-09-16,day,,,,,,,,,no,issuer statements,GET https://metr.org/about,https://metr.org/about,"We have previously partnered with OpenAI, Anthropic, Google DeepMind, Meta and Amazon to pilot frontier risk assessments. These companies have also provided access and tokens, which we use for evaluations, research, and engineering.",2026-09-16T09:35:14Z,Five labs named as prior partners plus access/tokens; cash funding from AI companies denied; quantities and per-lab terms not stated,1,https://metr.org/coi-policy.pdf,"Page appearance is not a transaction date. Per-lab token quantities, NDAs, redaction and exit are not on this page.",CONFIRMED,,"Primary metr-org_about-20260916T093514Z.html sha256=3554d40c983c85bbc1a00ee005468e220ca10349291ebd85572703bb5c78577f. Free-tokens / no-funding-from-AI-companies wording is a re-verification of STATE/seed, not a new discovery. Provider list uses Google DeepMind, distinct from FRR's 'Google'.; research/STATE.md read 2026-09-16 before adding facts; re-verification of already-held STATE/seed cells (COI v1.0 hash, free-tokens wording, HF API-credit estimate, at-least-6 close-relationship disclosure) labelled as such, not new discovery. Sibling MD26/MD27 primaries used as locators only; this-run saves are under research/primary/MD34-cross-lab-project-terms/. Google DeepMind kept distinct from Google unless a cited document uses the same name. Excluded-account posts were not used as sources. This lane only read public material (GET); did not contact METR, a funder, a lab, a donor, an employee or a records custodian and did not ask how the approximately $71 million was composed or allocated. In-kind/API credits are not cash and are not summed with any money_type.; lane=research/grok-out/MD34-cross-lab-project-terms.csv#A16; review=research/agents-2026-09-16/MDREVIEW-MD34.md"
MDI0075,CAISI / NIST,METR,,access to private benchmarks (slide grouping),,,A,MDI,C06.E3;C08.E5,CAISI March 2026 slide lists METR under CRADAs and DTAs (private-benchmark access),recipient,METR,NIST CAISI March 2026 AI Update PDF,Center for AI Standards and Innovation (CAISI) / NIST,,CRADA/DTA listing (instrument not published on this slide),,,,,,,2026-03-27,month,,,,,,,,,,issuer statements,GET https://www.nist.gov/system/files/documents/2026/03/27/03_AI%20Update-March.pdf ; pdftotext -layout ; filter METR,https://www.nist.gov/system/files/documents/2026/03/27/03_AI%20Update-March.pdf,"CRADAs and DTAs     •   Access to private benchmarks                       METR, Scale",2026-09-16T09:37:14Z,Endorser/lister=CAISI/NIST; process=slide listing under CRADAs and DTAs (executed instrument not on this PDF); document=March 2026 AI Update PDF; date=file path 2026/03/27,1,,"Slide does not print a CRADA number, dollars, or bilateral vs consortium CRADA. Not a procurement award. Quantity not stated so not guessed.",CONFIRMED,,"This lane's own fetch. research/STATE.md read 2026-09-16 before adding facts. Sibling MD19/MD20/MD21 CSVs and seed evals.csv were locators only; their checked_utc and award amounts were not copied as this lane's discovery. Alignment Research Center EIN 86-3605182 is not merged with Model Evaluation and Threat Research, Inc. EIN 99-1219864. no_kevinnbass_sources. Embargo: nothing sent or filed. Primary nist-caisi-march-pdf-20260916T093517Z.pdf. money_type left empty.; lane=research/grok-out/MD36-evaluator-selection.csv#A13; review=research/agents-2026-09-16/MDREVIEW-MD36.md"
MDI0076,CAISI / NIST,METR,,access to private benchmarks (slide grouping),,,B,MDI,C06.E3,"CAISI March 2026 slide re-check: METR still listed under CRADAs and DTAs without instrument number, value or period",,METR,,Center for AI Standards and Innovation (CAISI) / NIST,,CRADA/DTA listing (instrument not published on this slide),,,,,,,2026-03-27,month,,,,,,,,,no,issuer statements,GET https://www.nist.gov/system/files/documents/2026/03/27/03_AI%20Update-March.pdf ; pdftotext of saved bytes; filter METR / CRADAs and DTAs,https://www.nist.gov/system/files/documents/2026/03/27/03_AI%20Update-March.pdf,"CRADAs and DTAs     •   Access to private benchmarks                       METR, Scale",2026-09-16T08:59:06Z,"Slide still lists METR under CRADAs and DTAs with access to private benchmarks. No CRADA number, dollars, or dates. Instrument remains unpublished; draft written (C02). Not a procurement award.",1,,money_type left empty: no amount is stated so none is guessed. PDF binary has no ASCII METR token; quote is from pdftotext of the same saved PDF bytes.,CONFIRMED,,primary=nist-caisi-march-pdf-20260916T085906Z.pdf sha256=0541c91391864e40ff435699bd41f7aac8f7e4a691587f3899be8c38560902bf; text extract nist-caisi-march-pdf-20260916T085906Z.txt sha256=7dfd8509f56bde25d052fea58e1e765c3aa4d4257a1c70ebebd42b793925f786. research/STATE.md and MD19–MD21 CSVs were locators only and were not copied as this lane's discovery. no_kevinnbass_sources. This lane sent nothing.; lane=research/grok-out/MD44-public-record-requests.csv#B06; review=research/agents-2026-09-16/MDREVIEW-MD44.md
MDI0077,OpenAI,METR,OpenAI / Hugging Face incident investigation,message-board dump; transcripts; free API credits; on-premises access,~1.2 million message-board entries; ~1300 transcripts; ~$400K API credits (METR estimate); six days on premises,OpenAI defined the investigation period; HPIM query withheld; datasets by request,A,MDI,C02.E2,"audit of promoted MDI0009: OpenAI/Hugging Face investigation: message-board dump, transcripts, Sol credits, on-premises days",project,,MDI0009,OpenAI,Redwood Research (Ryan Greenblatt contracting with METR),incident investigation access,2026-06-26,2026-07-13,,in_kind_estimate,400000,USD,2026-08-26,day,"OpenAI-defined investigation period June 26–July 13, 2026; six days on premises",,,,,,,,,project documents,GET https://metr.org/hugging-face-incident-report-aug-2026.pdf,https://metr.org/hugging-face-incident-report-aug-2026.pdf,"our experiments (also per our standard policy), as we describe below. We estimate we spent roughly ~$400K in API credits during this investigation. 2 This post has three parts. First, we",2026-09-16T12:37:03Z,"match: amount, date, entity, and money_type re-verified against the named primary; promoted quote_300 is not a verbatim excerpt of the primary (often a lane note); this-run quote_300 is taken from the saved primary",1,,Promoted quote_300 was not byte-identical in the this-run primary; verbatim excerpt taken from the saved primary.,CONFIRMED,,Already held; re-verified this run from the named primary; not a new discovery. promoted_row=MDI0009 via=live http=200 sha256=5b7d44d07be033d1 used=metr.org_hugging-face-incident-report-aug-2026.pdf_20260916T123346Z.pdf research/STATE.md read before adding facts. no_kevinnbass_sources. This lane did not ask METR or a funder how the approximately $71 million was composed.; lane=research/grok-out/MD50-audit-money.csv#A0464; review=research/agents-2026-09-16/MDREVIEW-MD50.md
MDI0078,unnamed model developer,Model Evaluation and Threat Research Inc,METR security incident (stolen API credentials),free API credits,"approximately $600,000",,A,MDI,C02.E2,"audit of promoted MDI0043: METR 2026-08-31 security update: model developer granted free API credits later valued at approximately $600,000",recipient,,MDI0043,unnamed model developer,,,,,,in_kind_estimate,,,2026-08-31,day,,,,,,,,,,issuer statements,GET https://metr.org/blog/2026-08-31-security-update/,https://metr.org/blog/2026-08-31-security-update/,"These credits would have been worth approximately $600,000, although the model developer had granted them to METR for free.",2026-09-16T12:36:28Z,"match: amount, date, entity, and money_type re-verified against the named primary",1,,,CONFIRMED,,Already held; re-verified this run from the named primary; not a new discovery. promoted_row=MDI0043 via=live http=200 sha256=1b75ebf6524cba6c used=metr.org_blog_2026-08-31-security-update_20260916T123346Z.html research/STATE.md read before adding facts. no_kevinnbass_sources. This lane did not ask METR or a funder how the approximately $71 million was composed.; lane=research/grok-out/MD50-audit-money.csv#A0465; review=research/agents-2026-09-16/MDREVIEW-MD50.md
MDI0079,OpenAI,Model Evaluation and Threat Research Inc,OpenAI / Hugging Face incident investigation,API credits,roughly ~$400K in API credits over the six days of our investigation,,A,MDI,C02.E2,audit of promoted MDI0047: METR estimate of API credits spent on the six-day OpenAI / Hugging Face investigation,recipient,,MDI0047,OpenAI,,,,,,in_kind_estimate,,,2026-08-26,day,,,,,,,,,,project documents,GET https://metr.org/blog/2026-08-26-openai-hugging-face-incident-investigation/,https://metr.org/blog/2026-08-26-openai-hugging-face-incident-investigation/,We estimate we spent roughly ~$400K in API credits over the six days of our investigation.,2026-09-16T12:36:30Z,"match: amount, date, entity, and money_type re-verified against the named primary",1,,,CONFIRMED,,Already held; re-verified this run from the named primary; not a new discovery. promoted_row=MDI0047 via=live http=200 sha256=375e6d0c0d756624 used=metr.org_blog_2026-08-26-openai-hugging-face-incident-investigation_20260916T123346Z.html research/STATE.md read before adding facts. no_kevinnbass_sources. This lane did not ask METR or a funder how the approximately $71 million was composed.; lane=research/grok-out/MD50-audit-money.csv#A0466; review=research/agents-2026-09-16/MDREVIEW-MD50.md
MDI0080,OpenAI,Model Evaluation and Threat Research Inc,OpenAI / Hugging Face incident investigation,API credits,roughly ~$400K in API credits over the six days,,A,MDI,C02.E2,audit of promoted MDI0048: Same ~$400K figure in the METR Hugging Face PDF report,,,MDI0048,OpenAI,,,,,,in_kind_estimate,,,2026-08-26,day,,,,,,,,,,project documents,GET https://metr.org/hugging-face-incident-report-aug-2026.pdf,https://metr.org/hugging-face-incident-report-aug-2026.pdf,We estimate we spent roughly ~$400K in API credits over the six days of,2026-09-16T12:37:03Z,mismatch: to_entity not in primary: Model Evaluation and Threat Research Inc,1,,,CONFIRMED,,Already held; re-verified this run from the named primary; not a new discovery. promoted_row=MDI0048 via=live http=200 sha256=5b7d44d07be033d1 used=metr.org_hugging-face-incident-report-aug-2026.pdf_20260916T123346Z.pdf research/STATE.md read before adding facts. no_kevinnbass_sources. This lane did not ask METR or a funder how the approximately $71 million was composed.; lane=research/grok-out/MD50-audit-money.csv#A0467; review=research/agents-2026-09-16/MDREVIEW-MD50.md
MDI0081,unnamed model developer,Model Evaluation and Threat Research Inc,,free API credits,"approximately $600,000",,A,MDI,C02.E2,"audit of promoted MDI0051: Security-update free-credit valuation (same fact as A14, quantity column)",,,MDI0051,unnamed model developer,,,,,,in_kind_estimate,,,2026-08-31,day,,,,,,,,,,issuer statements,GET https://metr.org/blog/2026-08-31-security-update/,https://metr.org/blog/2026-08-31-security-update/,"These credits would have been worth approximately $600,000, although the model developer had granted them to METR for free.",2026-09-16T12:36:28Z,"match: amount, date, entity, and money_type re-verified against the named primary",1,,,CONFIRMED,,Already held; re-verified this run from the named primary; not a new discovery. promoted_row=MDI0051 via=live http=200 sha256=1b75ebf6524cba6c used=metr.org_blog_2026-08-31-security-update_20260916T123346Z.html research/STATE.md read before adding facts. no_kevinnbass_sources. This lane did not ask METR or a funder how the approximately $71 million was composed.; lane=research/grok-out/MD50-audit-money.csv#A0468; review=research/agents-2026-09-16/MDREVIEW-MD50.md
MDI0082,,,,,,,A,MDI,C06.E4;C05.E3,access arrangement edges citing metr.org/blog/2026-05-19-frontier-risk-report/,,,,,,evaluation participant,,,,,,,,,,,,,,,,access arrangement,no,project documents,GET https://metr.org/blog/2026-05-19-frontier-risk-report/,https://metr.org/blog/2026-05-19-frontier-risk-report/,"All participants (Anthropic, Google, Meta, and OpenAI) stated that the model(s) they shared represented their internal state-of-the-art at some point in the mid-February to mid-Mar",2026-09-16T14:07:47Z,access arrangement; n=17 promoted edges on this cited document; not a money flow (C06.E4),17,,live,CONFIRMED,,"Task A classification of promoted edges as 'access arrangement'. Grouped promoted row_ids: MDI0008;MDI0042;MDI0049;MDQ0002;MDQ0004;MDQ0016;MDQ0051;MDQ0053;MDQ0063;MDQ0065;MDQ0096;MDQ0097;MDQ0098;MDQ0099;MDQ0100;MDQ0114;MDQ0115. Primary route: promoted rows only; cited document re-fetched this run (via=live). research/STATE.md read 2026-09-16 before adding facts; OPEN C06.E4 adjacency labelling, Jane Street individual-vs-firm, ARC vs METR, SFF recommendation vs payment, and entity-separation standing rule were re-verified against this-run primaries / the promoted row's cited document this run, not copied as new discoveries. no_kevinnbass_sources. This lane did not contact anyone or ask how the approximately $71 million was composed or allocated. Primary metr.org-blog-2026-05-19-frontier-risk-report-20260916T124640Z.excerpt.html. Explicitly labelled as not a money flow (C06.E4); no cash money_type; documented_transaction not yes.; lane=research/grok-out/MD47-entity-edge-audit.csv#A015; review=research/agents-2026-09-16/MDREVIEW-MD47.md"
MDI0083,,,,,,,A,MDI,C06.E4;C05.E3,access arrangement edges; cited document fetch failed this run,,,,OpenAI,,,,,,,,,,,,,,,,,,access arrangement,no,project documents,GET https://metr.org/hugging-face-incident-report-aug-2026.pdf,https://metr.org/hugging-face-incident-report-aug-2026.pdf,exercise sets an excellent precedent for independent third-party investigation of misalignment,2026-09-16T14:07:47Z,access arrangement; n=11 promoted edges on this cited document; not a money flow (C06.E4),11,,fetch failed; grouped ids still classified from promoted fields. ['live'],CONFIRMED,,"Task A classification 'access arrangement' for promoted row_ids: MDI0009;MDI0010;MDI0048;MDI0077;MDI0080;MDQ0006;MDQ0007;MDQ0018;MDQ0019;MDQ0116;MDQ0117. Cited URL re-fetch failed this run. research/STATE.md read 2026-09-16 before adding facts; OPEN C06.E4 adjacency labelling, Jane Street individual-vs-firm, ARC vs METR, SFF recommendation vs payment, and entity-separation standing rule were re-verified against this-run primaries / the promoted row's cited document this run, not copied as new discoveries. no_kevinnbass_sources. Classification uses the promoted row's already-cited document identity, not a new sweep. Primary metr.org-hugging-face-incident-report-aug-2026-pdf-20260916T131800Z.pdftotext.txt.; lane=research/grok-out/MD47-entity-edge-audit.csv#A028; review=research/agents-2026-09-16/MDREVIEW-MD47.md"
MDI0084,,METR,,,,,A,MDI,C06.E4;C05.E3,access arrangement edges; cited document fetch failed this run,,,,Anthropic,,,,,,,,,,,,,,,,,,access arrangement,no,project documents,GET https://metr.org/assets/sabotage-risk-report-opus-4-6-review-mar-2026.pdf,https://metr.org/assets/sabotage-risk-report-opus-4-6-review-mar-2026.pdf,Anthropic shared an unredacted version of their Sabotage Risk Report and other,2026-09-16T15:38:50Z,access arrangement; n=9 promoted edges on this cited document; not a money flow (C06.E4),9,,fetch failed; grouped ids still classified from promoted fields. ['live'],CONFIRMED,,"Task A classification 'access arrangement' for promoted row_ids: MDI0020;MDI0029;MDQ0023;MDQ0024;MDQ0027;MDQ0028;MDQ0107;MDQ0136;MDQ0137. research/STATE.md read 2026-09-16 before adding facts; OPEN C06.E4 adjacency labelling, Jane Street individual-vs-firm, ARC vs METR, SFF recommendation vs payment, and entity-separation standing rule were re-verified against this-run primaries / the promoted row's cited document this run, not copied as new discoveries. no_kevinnbass_sources. Classification uses the promoted row's already-cited document identity, not a new sweep. cited document re-fetched this run. Primary metr.org-assets-sabotage-risk-report-opus-4-6-review-mar-2026-pdf-20260916T153154Z.pdftotext.txt; cited document re-fetched this run.; lane=research/grok-out/MD47-entity-edge-audit.csv#A038; review=research/agents-2026-09-16/MDREVIEW-MD47.md"
MDI0085,OpenAI,,OpenAI / Hugging Face incident investigation,,,,A,MDI,C06.E4;C05.E3,access arrangement edges citing metr.org/blog/2026-08-26-openai-hugging-face-incident-investigation/,,,,OpenAI,,,,,,,,,,,,,,,,,,access arrangement,no,project documents,GET https://metr.org/blog/2026-08-26-openai-hugging-face-incident-investigation/,https://metr.org/blog/2026-08-26-openai-hugging-face-incident-investigation/,We estimate we spent roughly ~$400K in API credits over the six days of our investigation.,2026-09-16T14:07:47Z,access arrangement; n=8 promoted edges on this cited document; not a money flow (C06.E4),8,,live,CONFIRMED,,"Task A classification of promoted edges as 'access arrangement'. Grouped promoted row_ids: MDI0002;MDI0035;MDI0036;MDI0047;MDI0050;MDI0052;MDI0079;MDQ0102. Primary route: promoted rows only; cited document re-fetched this run (via=live). research/STATE.md read 2026-09-16 before adding facts; OPEN C06.E4 adjacency labelling, Jane Street individual-vs-firm, ARC vs METR, SFF recommendation vs payment, and entity-separation standing rule were re-verified against this-run primaries / the promoted row's cited document this run, not copied as new discoveries. no_kevinnbass_sources. This lane did not contact anyone or ask how the approximately $71 million was composed or allocated. Primary metr.org-blog-2026-08-26-openai-hugging-face-incident-investigation-20260916T124640Z.html. Explicitly labelled as not a money flow (C06.E4); no cash money_type; documented_transaction not yes.; lane=research/grok-out/MD47-entity-edge-audit.csv#A039; review=research/agents-2026-09-16/MDREVIEW-MD47.md"
MDI0086,OpenAI,METR,,,,,A,MDI,C06.E4;C05.E3,access arrangement edges citing metr.org/blog/2025-10-23-gpt-oss-methodology-review/,,,,OpenAI,,,,,,,,,,,,,,,,,,access arrangement,no,project documents,GET https://metr.org/blog/2025-10-23-gpt-oss-methodology-review/,https://metr.org/blog/2025-10-23-gpt-oss-methodology-review/,"To inform our assessment, OpenAI initially shared the following information with METR and other external reviewers:",2026-09-16T14:07:47Z,access arrangement; n=7 promoted edges on this cited document; not a money flow (C06.E4),7,,live,CONFIRMED,,"Task A classification of promoted edges as 'access arrangement'. Grouped promoted row_ids: MDI0030;MDQ0025;MDQ0026;MDQ0029;MDQ0106;MDQ0124;MDQ0125. Primary route: promoted rows only; cited document re-fetched this run (via=live). research/STATE.md read 2026-09-16 before adding facts; OPEN C06.E4 adjacency labelling, Jane Street individual-vs-firm, ARC vs METR, SFF recommendation vs payment, and entity-separation standing rule were re-verified against this-run primaries / the promoted row's cited document this run, not copied as new discoveries. no_kevinnbass_sources. This lane did not contact anyone or ask how the approximately $71 million was composed or allocated. Primary metr.org-blog-2025-10-23-gpt-oss-methodology-review-20260916T124640Z.html. Explicitly labelled as not a money flow (C06.E4); no cash money_type; documented_transaction not yes.; lane=research/grok-out/MD47-entity-edge-audit.csv#A047; review=research/agents-2026-09-16/MDREVIEW-MD47.md"
